depth_cm,TiCa_1,FeK_1,depth_cm2,TiCa_2,FeK_2,depth_cm3,TiCa_3,FeK_3,Depth_cm_4,TiCa4,FeK4,depth_cm5,TiCa5,FeK5
295.0,0.78,54.01,926.0,0.35,73.45,1571.2,0.49,65.40,2192.0,0.82,68.66,2811.8,0.64,57.58
295.2,0.56,54.36,926.2,0.38,74.13,1571.4,0.46,65.27,2192.2,0.81,69.25,2812.0,0.61,56.56
295.4,0.53,55.70,926.4,0.43,73.23,1571.6,0.39,65.17,2192.4,0.89,69.98,2812.2,0.59,55.85
295.6,0.55,58.12,926.6,0.41,70.91,1571.8,0.45,65.20,2192.6,0.89,70.80,2812.4,0.44,55.80
295.8,0.87,61.27,926.8,0.36,67.71,1572.0,0.40,65.53,2192.8,0.89,71.49,2812.6,0.62,56.59
296.0,1.31,64.51,927.0,0.35,64.47,1572.2,0.45,66.33,2193.0,0.73,71.75,2812.8,0.63,58.01
296.2,1.17,67.11,927.2,0.36,62.03,1572.4,0.46,67.64,2193.2,0.75,71.37,2813.0,0.57,59.52
296.4,1.22,68.62,927.4,0.28,60.97,1572.6,0.53,69.26,2193.4,0.61,70.42,2813.2,0.55,60.44
296.6,1.16,69.09,927.6,0.31,61.34,1572.8,0.51,70.87,2193.6,0.76,69.29,2813.4,0.66,60.25
296.8,1.19,68.97,927.8,0.36,62.69,1573.0,0.54,72.19,2193.8,0.87,68.31,2813.6,0.60,58.91
297.0,1.04,68.71,928.0,0.38,64.31,1573.2,0.48,73.02,2194.0,0.73,67.68,2813.8,0.61,56.94
297.2,0.85,68.61,928.2,0.32,65.55,1573.4,0.56,73.34,2194.2,0.63,67.35,2814.0,0.50,55.02
297.4,0.62,68.68,928.4,0.40,66.12,1573.6,0.46,73.28,2194.4,0.63,67.08,2814.2,0.68,53.73
297.6,0.73,68.77,928.6,0.33,66.09,1573.8,0.44,73.03,2194.6,0.49,66.57,2814.4,0.53,53.30
297.8,0.85,68.77,928.8,0.37,65.69,1574.0,0.50,72.68,2194.8,0.44,65.73,2814.6,0.69,53.54
298.0,0.65,68.68,929.0,0.33,65.14,1574.2,0.45,72.30,2195.0,0.55,64.65,2814.8,0.59,54.04
298.2,0.64,68.61,929.2,0.33,64.51,1574.4,0.46,71.97,2195.2,0.46,63.52,2815.0,0.52,54.45
298.4,0.64,68.64,929.4,0.37,63.74,1574.6,0.56,71.69,2195.4,0.41,62.63,2815.2,0.53,54.59
298.6,0.67,68.73,929.6,0.33,62.78,1574.8,0.57,71.41,2195.6,0.40,62.14,2815.4,0.77,54.45
298.8,0.84,68.87,929.8,0.35,61.65,1575.0,0.66,71.05,2195.8,0.33,62.08,2815.6,0.49,54.11
299.0,0.92,68.98,930.0,0.33,60.57,1575.2,0.63,70.61,2196.0,0.44,62.30,2815.8,0.61,53.79
299.2,0.91,68.94,930.2,0.32,59.71,1575.4,0.58,70.11,2196.2,0.39,62.58,2816.0,0.55,53.62
299.4,1.11,68.74,930.4,0.37,59.14,1575.6,0.49,69.72,2196.4,0.44,62.70,2816.2,0.63,53.66
299.6,1.04,68.42,930.6,0.32,58.80,1575.8,0.53,69.64,2196.6,0.47,62.47,2816.4,0.66,53.83
299.8,1.05,68.09,930.8,0.34,58.54,1576.0,0.62,70.03,2196.8,0.53,61.85,2816.6,0.73,53.95
300.0,1.07,67.95,931.0,0.34,58.22,1576.2,0.67,70.92,2197.0,0.49,60.96,2816.8,0.67,53.88
300.2,1.05,68.20,931.2,0.25,57.89,1576.4,0.82,72.24,2197.2,0.44,59.95,2817.0,0.66,53.63
300.4,0.97,68.90,931.4,0.34,57.69,1576.6,1.08,73.84,2197.4,0.39,59.02,2817.2,0.78,53.29
300.6,1.10,69.89,931.6,0.35,57.68,1576.8,1.40,75.40,2197.6,0.37,58.26,2817.4,0.49,53.05
300.8,1.06,70.87,931.8,0.35,57.83,1577.0,1.55,76.58,2197.8,0.42,57.72,2817.6,0.34,53.04
301.0,0.96,71.52,932.0,0.32,58.05,1577.2,2.03,76.95,2198.0,0.40,57.42,2817.8,0.52,53.23
301.2,0.99,71.62,932.2,0.32,58.28,1577.4,1.79,76.18,2198.2,0.37,57.33,2818.0,0.54,53.54
301.4,1.02,71.10,932.4,0.36,58.56,1577.6,2.24,74.21,2198.4,0.36,57.37,2818.2,0.27,53.80
301.6,0.94,70.11,932.6,0.33,59.05,1577.8,2.46,71.30,2198.6,0.41,57.47,2818.4,0.76,53.92
301.8,0.96,68.81,932.8,0.38,59.86,1578.0,0.73,68.07,2198.8,0.38,57.53,2818.6,0.81,53.94
302.0,1.09,67.43,933.0,0.32,60.90,1578.2,0.48,65.23,2199.0,0.39,57.50,2818.8,0.65,53.97
302.2,1.08,66.15,933.2,0.33,61.83,1578.4,0.35,63.47,2199.2,0.35,57.37,2819.0,0.76,54.16
302.4,1.11,65.07,933.4,0.37,62.29,1578.6,0.37,63.21,2199.4,0.33,57.17,2819.2,0.74,54.57
302.6,1.00,64.29,933.6,0.34,62.14,1578.8,0.34,64.44,2199.6,0.29,56.92,2819.4,0.82,55.13
302.8,1.07,63.90,933.8,0.36,61.54,1579.0,0.55,66.67,2199.8,0.29,56.59,2819.6,0.85,55.72
303.0,0.97,63.88,934.0,0.35,61.00,1579.2,1.02,69.12,2200.0,0.36,56.12,2819.8,0.90,56.18
303.2,1.16,64.20,934.2,0.32,60.97,1579.4,1.35,71.01,2200.2,0.39,55.51,2820.0,1.01,56.45
303.4,0.96,64.77,934.4,0.32,61.61,1579.6,1.66,71.76,2200.4,0.34,54.80,2820.2,1.01,56.60
303.6,1.14,65.46,934.6,0.33,62.72,1579.8,1.43,71.27,2200.6,0.36,54.12,2820.4,0.96,56.79
303.8,1.37,66.21,934.8,0.34,63.96,1580.0,1.40,69.86,2200.8,0.35,53.62,2820.6,1.00,57.07
304.0,1.26,67.04,935.0,0.34,65.04,1580.2,1.30,68.10,2201.0,0.40,53.40,2820.8,0.96,57.38
304.2,1.15,68.01,935.2,0.35,65.81,1580.4,1.19,66.49,2201.2,0.38,53.47,2821.0,1.02,57.51
304.4,1.22,69.13,935.4,0.32,66.28,1580.6,1.37,65.28,2201.4,0.34,53.79,2821.2,1.07,57.32
304.6,1.31,70.49,935.6,0.34,66.47,1580.8,1.09,64.50,2201.6,0.40,54.31,2821.4,0.83,56.79
304.8,1.12,72.10,935.8,0.32,66.34,1581.0,1.20,64.07,2201.8,0.34,55.18,2821.6,1.00,56.07
305.0,1.16,73.76,936.0,0.37,65.80,1581.2,1.26,63.98,2202.0,0.36,56.85,2821.8,0.92,55.43
305.2,1.08,75.14,936.2,0.33,64.88,1581.4,0.45,64.29,2202.2,0.37,59.75,2822.0,0.87,55.02
305.4,1.32,75.93,936.4,0.31,63.78,1581.6,0.51,65.02,2202.4,0.41,63.84,2822.2,0.87,54.85
305.6,1.18,75.92,936.6,0.33,62.88,1581.8,0.81,66.10,2202.6,0.44,68.36,2822.4,0.83,54.82
305.8,1.21,75.05,936.8,0.31,62.60,1582.0,1.04,67.33,2202.8,0.70,72.03,2822.6,0.83,54.81
306.0,0.94,73.52,937.0,0.33,63.11,1582.2,1.16,68.41,2203.0,0.65,73.62,2822.8,0.91,54.72
306.2,1.24,71.65,937.2,0.31,64.27,1582.4,1.07,69.17,2203.2,0.72,72.66,2823.0,0.90,54.59
306.4,1.09,69.70,937.4,0.33,65.68,1582.6,0.80,69.54,2203.4,0.51,69.73,2823.2,0.97,54.53
306.6,1.24,67.86,937.6,0.33,66.78,1582.8,1.07,69.70,2203.6,0.45,66.09,2823.4,0.95,54.63
306.8,1.34,66.21,937.8,0.33,67.13,1583.0,0.84,69.86,2203.8,0.29,62.94,2823.6,0.83,54.90
307.0,0.98,64.76,938.0,0.29,66.56,1583.2,1.00,70.15,2204.0,0.32,60.91,2823.8,0.75,55.33
307.2,0.94,63.55,938.2,0.31,65.27,1583.4,1.23,70.50,2204.2,0.35,59.91,2824.0,0.89,55.95
307.4,0.97,62.76,938.4,0.33,63.65,1583.6,1.22,70.75,2204.4,0.51,59.39,2824.2,1.01,56.74
307.6,0.81,62.42,938.6,0.32,62.17,1583.8,1.21,70.78,2204.6,0.45,58.91,2824.4,0.98,57.68
307.8,0.85,62.43,938.8,0.32,61.14,1584.0,1.11,70.56,2204.8,0.50,58.44,2824.6,0.88,58.60
308.0,0.90,62.55,939.0,0.31,60.61,1584.2,0.89,70.26,2205.0,0.54,58.24,2824.8,0.98,59.18
308.2,0.92,62.57,939.2,0.33,60.41,1584.4,0.91,70.12,2205.2,0.54,58.59,2825.0,1.05,59.11
308.4,1.06,62.39,939.4,0.28,60.32,1584.6,1.06,70.24,2205.4,0.49,59.61,2825.2,1.05,58.28
308.6,0.95,62.03,939.6,0.32,60.18,1584.8,0.80,70.48,2205.6,0.54,61.22,2825.4,0.97,56.89
308.8,0.96,61.60,939.8,0.31,59.91,1585.0,0.80,70.59,2205.8,0.53,63.05,2825.6,1.04,55.41
309.0,1.31,61.35,940.0,0.26,59.51,1585.2,0.75,70.42,2206.0,0.51,64.64,2825.8,0.80,54.33
309.2,1.10,61.43,940.2,0.26,59.05,1585.4,0.81,70.05,2206.2,0.74,65.63,2826.0,1.00,53.99
309.4,1.17,61.89,940.4,0.31,58.57,1585.6,0.73,69.82,2206.4,0.88,65.89,2826.2,0.76,54.34
309.6,1.21,62.69,940.6,0.32,58.11,1585.8,0.68,70.04,2206.6,0.55,65.51,2826.4,0.59,55.02
309.8,0.94,63.68,940.8,0.31,57.66,1586.0,0.89,70.84,2206.8,0.51,64.79,2826.6,0.52,55.59
310.0,1.35,64.69,941.0,0.31,57.19,1586.2,0.98,71.96,2207.0,0.53,64.04,2826.8,0.56,55.79
310.2,1.34,65.63,941.2,0.33,56.70,1586.4,1.26,73.01,2207.2,0.59,63.37,2827.0,0.57,55.59
310.4,1.60,66.53,941.4,0.34,56.22,1586.6,0.96,73.57,2207.4,0.49,62.71,2827.2,0.79,55.18
310.6,1.46,67.38,941.6,0.29,55.76,1586.8,0.74,73.53,2207.6,0.55,61.99,2827.4,0.86,54.79
310.8,1.79,68.09,941.8,0.34,55.26,1587.0,0.85,73.17,2207.8,0.53,61.19,2827.6,0.94,54.62
312.4,1.81,68.46,942.0,0.29,54.76,1587.2,0.76,72.93,2208.0,0.55,60.35,2827.8,0.81,54.75
312.6,1.65,68.22,942.2,0.33,54.34,1587.4,0.75,73.13,2208.2,0.48,59.60,2828.0,0.77,55.24
312.8,1.44,67.27,942.4,0.35,54.11,1587.6,0.83,73.83,2208.4,0.47,59.02,2828.2,0.74,56.08
313.0,1.32,65.76,942.6,0.32,54.13,1587.8,0.94,74.74,2208.6,0.42,58.57,2828.4,0.86,57.35
313.2,0.81,64.07,942.8,0.30,54.33,1588.0,0.85,75.50,2208.8,0.47,58.17,2828.6,0.84,59.32
313.4,1.05,62.66,943.0,0.33,54.55,1588.2,0.93,75.87,2209.0,0.46,57.74,2828.8,0.73,62.03
313.6,1.06,61.84,943.2,0.30,54.65,1588.4,0.94,75.83,2209.2,0.48,57.26,2829.0,0.86,65.17
313.8,1.11,61.66,943.4,0.29,54.55,1588.6,0.79,75.59,2209.4,0.47,56.81,2829.2,0.84,68.07
314.0,0.85,62.00,943.6,0.35,54.36,1588.8,0.79,75.41,2209.6,0.41,56.48,2829.4,2.22,69.96
314.2,1.04,62.56,943.8,0.36,54.21,1589.0,0.89,75.33,2209.8,0.47,56.32,2829.6,2.30,70.30
314.4,1.01,63.13,944.0,0.35,54.18,1589.2,0.70,75.20,2210.0,0.47,56.29,2829.8,1.13,69.13
314.6,1.07,63.65,944.2,0.29,54.33,1589.4,0.84,74.79,2210.2,0.47,56.37,2830.0,1.22,67.05
314.8,1.04,64.07,944.4,0.29,54.53,1589.6,0.76,74.00,2210.4,0.44,56.48,2830.2,0.89,64.83
315.0,0.95,64.38,944.6,0.28,54.64,1589.8,0.67,73.00,2210.6,0.44,56.68,2830.4,1.20,63.09
315.2,0.88,64.58,944.8,0.31,54.56,1590.0,0.62,72.18,2210.8,0.45,57.14,2830.6,1.22,62.10
315.4,0.83,64.64,945.0,0.37,54.30,1590.2,0.59,72.03,2211.0,0.42,57.98,2830.8,1.62,61.77
315.6,0.90,64.57,945.2,0.39,53.86,1590.4,0.68,72.69,2211.2,0.44,59.13,2831.0,1.08,61.73
315.8,0.99,64.36,945.4,0.37,53.26,1590.6,0.82,73.86,2211.4,0.38,60.43,2831.2,1.74,61.73
316.0,0.82,64.10,945.6,0.33,52.54,1590.8,0.74,75.01,2211.6,0.43,61.77,2831.4,1.32,61.65
316.2,1.02,63.96,945.8,0.31,51.81,1591.0,0.91,75.54,2211.8,0.50,63.07,2831.6,1.72,61.42
316.4,1.16,64.11,946.0,0.31,51.12,1591.2,0.69,75.11,2212.0,0.48,64.31,2831.8,1.64,61.09
316.6,1.00,64.80,946.2,0.28,50.53,1591.4,0.53,73.87,2212.2,0.40,65.44,2832.0,1.55,60.79
316.8,0.80,66.18,946.4,0.31,50.18,1591.6,0.49,72.39,2212.4,0.61,66.33,2832.2,1.35,60.66
317.0,0.84,68.00,946.6,0.34,50.14,1591.8,0.57,71.35,2212.6,0.64,66.87,2832.4,1.49,60.86
317.2,0.97,69.75,946.8,0.30,50.48,1592.0,0.50,71.21,2212.8,0.57,67.01,2832.6,1.52,61.48
317.4,0.93,70.93,947.0,0.28,51.27,1592.2,0.46,72.02,2213.0,0.44,66.82,2832.8,0.99,62.47
317.6,1.03,71.63,947.2,0.36,52.48,1592.4,0.64,73.37,2213.2,0.52,66.49,2833.0,1.37,63.72
317.8,0.98,72.38,947.4,0.39,53.92,1592.6,0.87,74.58,2213.4,0.63,66.19,2833.2,1.28,65.06
318.0,1.05,73.79,947.6,0.40,55.29,1592.8,0.87,75.05,2213.6,0.64,65.99,2833.4,2.03,66.29
318.2,1.01,76.08,947.8,0.38,56.33,1593.0,0.90,74.46,2213.8,0.67,65.91,2833.6,1.56,67.23
318.4,1.22,78.90,948.0,0.42,56.82,1593.2,0.76,72.88,2214.0,0.91,65.85,2833.8,1.94,67.78
318.6,1.26,81.32,948.2,0.45,56.81,1593.4,0.62,70.67,2214.2,1.09,65.76,2834.0,2.04,67.98
318.8,1.16,82.46,948.4,0.40,56.53,1593.6,0.53,68.40,2214.4,1.04,65.61,2834.2,2.14,67.97
319.0,1.01,82.02,948.6,0.43,56.20,1593.8,0.45,66.66,2214.6,0.68,65.47,2834.4,1.76,67.88
319.2,1.01,80.41,948.8,0.38,55.94,1594.0,0.53,66.07,2214.8,0.62,65.40,2834.6,1.89,67.76
319.4,1.06,78.40,949.0,0.33,55.76,1594.2,0.51,66.99,2215.0,0.65,65.41,2834.8,1.36,67.62
319.6,0.97,76.52,949.2,0.30,55.59,1594.4,0.49,69.32,2215.2,0.68,65.46,2835.0,0.81,67.34
319.8,0.82,75.03,949.4,0.41,55.32,1594.6,0.61,72.44,2215.4,0.68,65.44,2835.2,1.54,66.85
320.0,1.46,73.76,949.6,0.37,54.98,1594.8,0.65,75.31,2215.6,0.55,65.13,2835.4,1.39,66.18
320.2,1.22,72.41,949.8,0.45,54.78,1595.0,0.85,76.88,2215.8,0.42,64.38,2835.6,1.42,65.42
320.4,0.96,71.00,950.0,0.41,54.82,1595.2,0.66,76.53,2216.0,0.39,63.25,2835.8,0.85,64.74
320.6,0.93,69.67,950.2,0.37,55.08,1595.4,0.57,74.43,2216.2,0.54,62.01,2836.0,1.17,64.29
320.8,1.05,68.61,950.4,0.36,55.42,1595.6,0.47,71.29,2216.4,0.45,60.92,2836.2,1.37,64.22
321.0,0.92,67.99,950.6,0.36,55.65,1595.8,0.59,68.09,2216.6,0.63,60.13,2836.4,0.94,64.67
321.2,0.90,67.97,950.8,0.29,55.68,1596.0,0.50,65.56,2216.8,0.60,59.57,2836.6,1.29,65.62
321.4,0.82,68.50,951.0,0.37,55.62,1596.2,0.46,64.02,2217.0,0.60,59.08,2836.8,1.63,66.86
321.6,0.91,69.24,951.2,0.42,55.65,1596.4,0.54,63.37,2217.2,0.54,58.52,2837.0,1.12,68.02
321.8,1.32,69.75,951.4,0.44,55.84,1596.6,0.46,63.35,2217.4,0.60,57.97,2837.2,0.29,68.68
322.0,1.26,69.70,951.6,0.48,56.17,1596.8,0.45,63.88,2217.6,0.54,57.66,2837.4,0.44,68.58
322.2,1.17,68.96,951.8,0.49,56.52,1597.0,0.44,65.00,2217.8,0.52,57.71,2837.6,1.56,67.71
322.4,1.10,67.69,952.0,0.45,56.76,1597.2,0.48,66.81,2218.0,0.51,58.12,2837.8,0.63,66.33
322.6,0.87,66.42,952.2,0.53,56.83,1597.4,0.44,69.37,2218.2,0.58,58.72,2838.0,1.01,64.77
322.8,1.05,65.77,952.4,0.60,56.82,1597.6,0.45,72.71,2218.4,0.52,59.27,2838.2,1.22,63.42
323.0,1.20,66.08,952.6,0.55,56.94,1597.8,0.54,76.55,2218.6,0.60,59.56,2838.4,1.18,62.59
323.2,0.89,67.30,952.8,0.58,57.28,1598.0,0.53,80.30,2218.8,0.59,59.58,2838.6,1.16,62.53
323.4,1.06,69.10,953.0,0.50,57.87,1598.2,0.52,83.15,2219.0,0.60,59.40,2838.8,0.89,63.30
323.6,1.12,70.96,953.2,0.48,58.63,1598.4,0.59,84.33,2219.2,0.61,59.21,2839.0,1.18,64.78
323.8,1.18,72.31,953.4,0.51,59.42,1598.6,0.61,83.45,2219.4,0.56,59.18,2839.2,0.89,66.69
324.0,1.28,72.77,953.6,0.48,60.02,1598.8,0.54,80.66,2219.6,0.55,59.46,2839.4,1.64,68.52
324.2,1.04,72.22,953.8,0.49,60.30,1599.0,0.55,76.67,2219.8,0.65,60.02,2839.6,1.06,69.80
324.4,1.05,70.76,954.0,0.52,60.28,1599.2,0.54,72.41,2220.0,0.65,60.72,2839.8,2.07,70.24
324.6,0.92,68.69,954.2,0.50,60.14,1599.4,0.53,68.71,2220.2,0.62,61.34,2840.0,2.17,69.87
324.8,0.93,66.43,954.4,0.51,60.05,1599.6,0.49,66.03,2220.4,0.70,61.64,2840.2,1.94,68.88
325.0,0.90,64.40,954.6,0.52,60.10,1599.8,0.47,64.45,2220.6,0.53,61.46,2840.4,2.01,67.61
325.2,0.83,62.85,954.8,0.41,60.19,1600.0,0.46,63.76,2220.8,0.66,60.78,2840.6,1.64,66.29
325.4,0.79,61.84,955.0,0.57,60.21,1600.2,0.46,63.60,2221.0,0.60,59.66,2840.8,1.28,65.13
325.6,0.90,61.26,955.2,0.60,60.09,1600.4,0.56,63.70,2221.2,0.67,58.30,2841.0,1.10,64.22
325.8,1.05,60.88,955.4,0.63,59.88,1600.6,0.49,63.79,2221.4,0.58,56.93,2841.2,1.14,63.56
326.0,0.90,60.49,955.6,0.61,59.68,1600.8,0.48,63.70,2221.6,0.55,55.73,2841.4,1.24,63.20
326.2,0.98,60.12,955.8,0.64,59.55,1601.0,0.55,63.42,2221.8,0.38,54.77,2841.6,1.16,63.14
326.4,1.00,59.85,956.0,0.47,59.46,1601.2,0.53,63.09,2222.0,0.34,54.05,2841.8,1.31,63.37
326.6,0.83,59.75,956.2,0.64,59.28,1601.4,0.47,62.88,2222.2,0.37,53.51,2842.0,0.70,63.84
326.8,0.82,59.85,956.4,0.60,58.91,1601.6,0.49,62.87,2222.4,0.26,53.10,2842.2,1.07,64.55
327.0,0.88,60.10,956.6,0.61,58.31,1601.8,0.53,63.08,2222.6,0.32,52.74,2842.4,1.21,65.41
327.2,0.84,60.39,956.8,0.61,57.58,1602.0,0.48,63.49,2222.8,0.36,52.37,2842.6,2.02,66.36
327.4,0.78,60.62,957.0,0.54,56.88,1602.2,0.59,64.14,2223.0,0.35,51.92,2842.8,2.29,67.30
327.6,0.80,60.73,957.2,0.55,56.34,1602.4,0.54,65.05,2223.2,0.30,51.32,2843.0,2.44,68.12
327.8,0.77,60.78,957.4,0.65,56.06,1602.6,0.63,66.24,2223.4,0.34,50.55,2843.2,2.31,68.69
328.0,0.76,60.85,957.6,0.57,56.09,1602.8,0.59,67.51,2223.6,0.25,49.61,2843.4,1.82,68.92
328.2,0.81,61.04,957.8,0.64,56.41,1603.0,0.74,68.55,2223.8,0.30,48.59,2843.6,1.51,68.84
328.4,0.85,61.41,958.0,0.60,56.92,1603.2,0.69,69.02,2224.0,0.25,47.68,2843.8,1.99,68.55
328.6,0.92,61.86,958.2,0.69,57.47,1603.4,0.76,68.73,2224.2,0.25,47.02,2844.0,1.67,68.21
328.8,0.89,62.26,958.4,0.65,57.92,1603.6,0.64,67.79,2224.4,0.22,46.72,2844.2,2.01,67.92
329.0,0.92,62.45,958.6,0.60,58.18,1603.8,0.57,66.52,2224.6,0.25,46.74,2844.4,1.31,67.72
329.2,0.87,62.39,958.8,0.61,58.26,1604.0,0.57,65.28,2224.8,0.22,46.97,2844.6,1.44,67.57
329.4,0.85,62.16,959.0,0.64,58.20,1604.2,0.56,64.30,2225.0,0.27,47.28,2844.8,1.24,67.40
329.6,0.84,61.89,959.2,0.69,58.09,1604.4,0.56,63.64,2225.2,0.22,47.81,2845.0,1.64,67.26
329.8,0.85,61.72,959.4,0.66,58.03,1604.6,0.62,63.21,2225.4,0.26,49.38,2845.2,1.21,67.22
330.0,0.91,61.67,959.6,0.70,58.06,1604.8,0.66,62.90,2225.6,0.23,52.75,2845.4,1.15,67.35
330.2,0.83,61.66,959.8,0.69,58.25,1605.0,0.60,62.61,2225.8,0.18,57.93,2845.6,1.25,67.59
330.4,0.87,61.59,960.0,0.63,58.64,1605.2,0.65,62.38,2226.0,0.21,64.00,2845.8,1.39,67.86
330.6,0.88,61.43,960.2,0.70,59.20,1605.4,0.56,62.25,2226.2,0.19,69.16,2846.0,1.70,68.14
330.8,0.76,61.22,960.4,0.68,59.82,1605.6,0.65,62.24,2226.4,0.22,71.53,2846.2,1.70,68.44
331.0,0.86,61.05,960.6,0.64,60.36,1605.8,0.60,62.32,2226.6,0.23,70.19,2846.4,1.69,68.73
331.2,0.72,60.99,960.8,0.43,60.66,1606.0,0.63,62.50,2226.8,0.19,65.74,2846.6,1.74,68.98
331.4,0.81,61.00,961.0,0.58,60.67,1606.2,0.64,62.77,2227.0,0.19,59.78,2846.8,1.58,69.04
331.6,0.93,61.07,961.2,0.60,60.53,1606.4,0.66,63.15,2227.2,0.19,54.09,2847.0,1.02,68.74
331.8,0.95,61.20,961.4,0.64,60.53,1606.6,0.70,63.59,2227.4,0.20,49.83,2847.2,1.43,68.05
332.0,0.76,61.41,961.6,0.72,61.03,1606.8,0.66,63.96,2227.6,0.19,47.31,2847.4,1.20,67.05
332.2,0.73,61.70,961.8,0.63,62.25,1607.0,0.66,64.02,2227.8,0.18,45.98,2847.6,1.32,65.97
332.4,0.90,62.14,962.0,0.55,64.05,1607.2,0.72,63.59,2228.0,0.20,45.25,2847.8,1.58,65.11
332.6,0.95,62.68,962.2,0.50,65.92,1607.4,0.72,62.73,2228.2,0.19,44.90,2848.0,1.33,64.77
332.8,0.86,63.23,962.4,0.57,67.17,1607.6,0.70,61.74,2228.4,0.20,44.76,2848.2,1.45,65.05
333.0,0.95,63.65,962.6,0.57,67.35,1607.8,0.70,61.03,2228.6,0.17,44.79,2848.4,0.92,65.81
333.2,0.82,63.85,962.8,0.55,66.38,1608.0,0.57,61.09,2228.8,0.17,44.90,2848.6,1.16,66.77
333.4,0.83,63.86,963.0,0.64,64.66,1608.2,0.55,62.46,2229.0,0.16,45.04,2848.8,1.13,67.57
333.6,0.75,63.76,963.2,0.59,62.91,1608.4,0.66,65.35,2229.2,0.18,45.17,2849.0,1.09,67.92
333.8,0.71,63.66,963.4,0.73,61.81,1608.6,0.71,69.69,2229.4,0.21,45.30,2849.2,1.18,67.80
334.0,0.88,63.61,963.6,0.68,61.66,1608.8,0.59,74.88,2229.6,0.19,45.47,2849.4,1.00,67.37
334.2,0.78,63.59,963.8,0.65,62.36,1609.0,0.62,79.89,2229.8,0.23,45.81,2849.6,1.15,66.78
334.4,0.74,63.54,964.0,0.65,63.44,1609.2,0.54,83.54,2230.0,0.25,46.48,2849.8,0.99,66.08
334.6,0.81,63.44,964.2,0.64,64.31,1609.4,0.61,84.93,2230.2,0.25,47.51,2850.0,0.51,65.17
334.8,0.61,63.28,964.4,0.63,64.55,1609.6,0.37,83.90,2230.4,0.25,48.77,2850.2,0.85,63.91
335.0,0.81,63.14,964.6,0.69,63.98,1609.8,0.59,80.94,2230.6,0.25,49.94,2850.4,0.64,62.36
335.2,0.80,63.09,964.8,0.67,62.69,1610.0,0.57,77.01,2230.8,0.26,50.63,2850.6,0.69,60.82
335.4,0.81,63.18,965.0,0.70,60.97,1610.2,0.65,73.04,2231.0,0.31,50.62,2850.8,0.69,59.64
335.6,0.84,63.36,965.2,0.70,59.18,1610.4,0.66,69.64,2231.2,0.24,49.93,2851.0,0.72,59.00
335.8,0.86,63.54,965.4,0.70,57.66,1610.6,0.56,66.99,2231.4,0.30,48.86,2851.2,0.54,58.84
336.0,0.82,63.63,965.6,0.54,56.59,1610.8,0.61,65.14,2231.6,0.24,47.81,2851.4,0.72,58.89
336.2,0.82,63.53,965.8,0.51,56.01,1611.0,0.61,64.13,2231.8,0.25,47.05,2851.6,0.71,58.87
336.4,0.76,63.12,966.0,0.62,55.91,1611.2,0.55,63.86,2232.0,0.30,46.67,2851.8,0.71,58.68
336.6,0.87,62.35,966.2,0.48,56.18,1611.4,0.49,64.08,2232.2,0.24,46.55,2852.0,0.62,58.50
336.8,0.78,61.44,966.4,0.57,56.67,1611.6,0.59,64.33,2232.4,0.21,46.50,2852.2,0.68,58.56
337.0,0.74,60.81,966.6,0.49,57.23,1611.8,0.71,64.15,2232.6,0.27,46.39,2852.4,0.42,58.98
337.2,0.80,60.77,966.8,0.57,57.74,1612.0,0.65,63.30,2232.8,0.23,46.29,2852.6,0.67,59.58
337.4,0.76,61.52,967.0,0.56,58.12,1612.2,0.53,61.87,2233.0,0.24,46.36,2852.8,0.73,60.03
337.6,0.84,63.34,967.2,0.61,58.33,1612.4,0.57,60.24,2233.2,0.22,46.70,2853.0,0.55,59.97
337.8,0.65,66.30,967.4,0.59,58.38,1612.6,0.62,58.76,2233.4,0.24,47.32,2853.2,0.61,59.21
338.0,0.86,69.94,967.6,0.49,58.31,1612.8,0.54,57.63,2233.6,0.25,48.22,2853.4,0.57,57.84
338.2,0.81,73.46,967.8,0.47,58.22,1613.0,0.42,56.86,2233.8,0.26,49.34,2853.6,0.59,56.20
338.4,0.94,75.86,968.0,0.62,58.25,1613.2,0.53,56.32,2234.0,0.26,50.54,2853.8,0.55,54.72
338.6,0.96,76.29,968.2,0.56,58.55,1613.4,0.59,55.91,2234.2,0.24,51.62,2854.0,0.37,53.72
338.8,0.92,74.48,968.4,0.55,59.25,1613.6,0.50,55.58,2234.4,0.21,52.29,2854.2,0.47,53.30
339.0,0.92,71.10,968.6,0.56,60.38,1613.8,0.52,55.38,2234.6,0.27,52.34,2854.4,0.34,53.42
339.2,0.88,67.23,968.8,0.53,61.93,1614.0,0.50,55.36,2234.8,0.25,51.69,2854.6,0.37,53.91
339.4,0.85,63.89,969.0,0.56,63.81,1614.2,0.65,55.54,2235.0,0.27,50.56,2854.8,0.42,54.53
339.6,0.93,61.69,969.2,0.55,65.85,1614.4,0.62,55.92,2235.2,0.26,49.27,2855.0,0.42,55.11
339.8,0.85,60.66,969.4,0.63,67.80,1614.6,0.49,56.59,2235.4,0.23,48.13,2855.2,0.44,55.58
340.0,0.61,60.33,969.6,0.57,69.27,1614.8,0.49,57.63,2235.6,0.26,47.30,2855.4,0.44,55.98
340.2,0.88,60.37,969.8,0.67,69.84,1615.0,0.57,59.12,2235.8,0.23,46.75,2855.6,0.42,56.50
